clip_name,code_switched,original_transcription,new_transcription,timestamp,processed,annotator
HH20220326-3[07_275-07_295].wav,,íŋgánɔ̀nà ŋàn,,,,Aaron
HH20220326-3[07_300-07_320].wav,,íŋgánɔ̀nà ŋàn,,,,Aaron
HH20220326-3[07_388-07_406].wav,,lárɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[07_410-07_427].wav,,lárɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[07_432-07_449].wav,,lárɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[07_456-07_475].wav,,ŋárɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[07_479-07_495].wav,,ŋárɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[07_501-07_519].wav,,ŋárɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[07_531-07_559].wav,,íŋgánɔ̀nà lárɔ̀,,,,Aaron
HH20220326-3[07_566-07_585].wav,,íŋgánɔ̀nà lárɔ̀,,,,Aaron
HH20220326-3[07_592-08_012].wav,,íŋgánɔ̀nà lárɔ̀,,,,Aaron
HH20220326-3[08_025-08_046].wav,,íŋgánɔ̀nà ŋárɔ̀,,,,Aaron
HH20220326-3[08_052-08_070].wav,,íŋgánɔ̀nà ŋárɔ̀,,,,Aaron
HH20220326-3[08_078-08_099].wav,,íŋgánɔ̀nà ŋárɔ̀,,,,Aaron
HH20220326-3[08_154-08_174].wav,,làvàrà lìcə̀lò,,,,Aaron
HH20220326-3[08_177-08_197].wav,,làvàrà lìcə̀lò,,,,Aaron
HH20220326-3[08_200-08_217].wav,,làvàrà lìcə̀lò,,,,Aaron
HH20220326-3[08_231-08_249].wav,,ŋàvàrà ŋìcə̀lò,,,,Aaron
HH20220326-3[08_252-08_272].wav,,ŋàvàrà ŋìcə̀lò,,,,Aaron
HH20220326-3[08_276-08_294].wav,,ŋàvàrà ŋìcə̀lò,,,,Aaron
HH20220326-3[08_306-08_327].wav,,íŋgánɔ̀nà làvàrà,,,,Aaron
HH20220326-3[08_330-08_350].wav,,íŋgánɔ̀nà làvàrà,,,,Aaron
HH20220326-3[08_356-08_377].wav,,íŋgánɔ̀nà làvàrà,,,,Aaron
HH20220326-3[08_388-08_410].wav,,íŋgánɔ̀nà ŋàvàrà,,,,Aaron
HH20220326-3[08_413-08_433].wav,,íŋgánɔ̀nà ŋàvàrà,,,,Aaron
HH20220326-3[08_486-08_496].wav,,lə́vcì,,,,Aaron
HH20220326-3[08_500-08_521].wav,,lə́vcí kìcə̀lò,,,,Aaron
HH20220326-3[08_522-08_539].wav,,lə́vcí kìcə̀lò,,,,Aaron
HH20220326-3[08_541-08_560].wav,,lə́vcí kìcə̀lò,,,,Aaron
HH20220326-3[08_572-08_595].wav,,íŋgánɔ̀nà lə́vcì,,,,Aaron
HH20220326-3[08_598-09_020].wav,,íŋgánɔ̀nà lə́vcì,,,,Aaron
HH20220326-3[09_025-09_047].wav,,íŋgánɔ̀nà lə́vcì,,,,Aaron
HH20220326-3[09_106-09_126].wav,,lípíjó lìcə̀lò,,,,Aaron
HH20220326-3[09_130-09_147].wav,,lípíjó lìcə̀lò,,,,Aaron
HH20220326-3[09_151-09_167].wav,,lípíjó lìcə̀lò,,,,Aaron
HH20220326-3[09_175-09_194].wav,,ŋípíjó ŋìcə̀lò,,,,Aaron
HH20220326-3[09_195-09_214].wav,,ŋípíjó ŋìcə̀lò,,,,Aaron
HH20220326-3[09_217-09_234].wav,,ŋípíjó ŋìcə̀lò,,,,Aaron
HH20220326-3[09_241-09_264].wav,,íŋgánɔ̀nà lípíjò,,,,Aaron
HH20220326-3[09_267-09_285].wav,,íŋgánɔ̀nà lípíjò,,,,Aaron
HH20220326-3[09_292-09_311].wav,,íŋgánɔ̀nà lípíjò,,,,Aaron
HH20220326-3[09_322-09_342].wav,,íŋgánɔ̀nà ŋípíjò,,,,Aaron
HH20220326-3[09_348-09_368].wav,,íŋgánɔ̀nà ŋípíjò,,,,Aaron
HH20220326-3[09_375-09_395].wav,,íŋgánɔ̀nà ŋípíjò,,,,Aaron
HH20220326-3[09_459-09_478].wav,,lə̀t̪ɾì lìcə̀lò,,,,Aaron
HH20220326-3[09_480-09_498].wav,,lə̀t̪ɾì lìcə̀lò,,,,Aaron
HH20220326-3[09_501-09_520].wav,,lə̀t̪ɾì lìcə̀lò,,,,Aaron
HH20220326-3[09_528-09_545].wav,,ŋə̀tɾì ŋìcə̀lò,,,,Aaron
HH20220326-3[09_548-09_565].wav,,ŋə̀tɾì ŋìcə̀lò,,,,Aaron
HH20220326-3[09_570-09_587].wav,,ŋə̀tɾì ŋìcə̀lò,,,,Aaron
HH20220326-3[09_594-10_018].wav,,íŋgánɔ̀nà lìt̪ɾɔ̀,,,,Aaron
HH20220326-3[10_027-10_048].wav,,íŋgánɔ̀nà lìt̪ɾɔ̀,,,,Aaron
HH20220326-3[10_057-10_078].wav,,íŋgánɔ̀nà lìt̪ɾɔ̀,,,,Aaron
HH20220326-3[10_092-10_113].wav,,íŋgánɔ̀nà ŋìt̪ɾɔ̀,,,,Aaron
HH20220326-3[10_119-10_140].wav,,íŋgánɔ̀nà ŋìt̪ɾɔ̀,,,,Aaron
HH20220326-3[10_149-10_167].wav,,íŋgánɔ̀nà ŋìt̪ɾɔ̀,,,,Aaron
HH20220326-3[10_228-10_246].wav,,líjɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[10_250-10_267].wav,,líjɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[10_271-10_290].wav,,líjɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[10_297-10_315].wav,,ŋíjɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[10_318-10_335].wav,,ŋíjɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[10_339-10_357].wav,,ŋíjɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[10_365-10_385].wav,,íŋgánɔ̀nà líjɔ̀,,,,Aaron
HH20220326-3[10_387-10_407].wav,,íŋgánɔ̀nà líjɔ̀,,,,Aaron
HH20220326-3[10_409-10_429].wav,,íŋgánɔ̀nà líjɔ̀,,,,Aaron
HH20220326-3[10_443-10_461].wav,,íŋgánɔ̀nà ŋíjɔ̀,,,,Aaron
HH20220326-3[10_465-10_484].wav,,íŋgánɔ̀nà ŋíjɔ̀,,,,Aaron
HH20220326-3[10_492-10_509].wav,,íŋgánɔ̀nà ŋíjɔ̀,,,,Aaron
HH20220326-3[10_561-10_582].wav,,lɔ̀mɔ̀ lìcə̀lò,,,,Aaron
HH20220326-3[10_584-11_002].wav,,lɔ̀mɔ̀ lìcə̀lò,,,,Aaron
HH20220326-3[11_007-11_026].wav,,lɔ̀mɔ̀ lìcə̀lò,,,,Aaron
HH20220326-3[11_035-11_054].wav,,ŋɔ̀mɔ̀ ŋìcə̀lò,,,,Aaron
HH20220326-3[11_059-11_077].wav,,ŋɔ̀mɔ̀ ŋìcə̀lò,,,,Aaron
HH20220326-3[11_081-11_099].wav,,ŋɔ̀mɔ̀ ŋìcə̀lò,,,,Aaron
HH20220326-3[11_108-11_125].wav,,íŋgánɔ̀nà lɔ̀mɔ̀,,,,Aaron
HH20220326-3[11_132-11_152].wav,,íŋgánɔ̀nà lɔ̀mɔ̀,,,,Aaron
HH20220326-3[11_160-11_178].wav,,íŋgánɔ̀nà lɔ̀mɔ̀,,,,Aaron
HH20220326-3[11_187-11_206].wav,,íŋgánɔ̀nà ŋɔ̀mɔ̀,,,,Aaron
HH20220326-3[11_210-11_228].wav,,íŋgánɔ̀nà ŋɔ̀mɔ̀,,,,Aaron
HH20220326-3[11_233-11_252].wav,,íŋgánɔ̀nà ŋɔ̀mɔ̀,,,,Aaron
HH20220326-3[11_321-11_338].wav,,lrɔ́bà lìcə̀lò,,,,Aaron
HH20220326-3[11_342-11_359].wav,,lrɔ́bà lìcə̀lò,,,,Aaron
HH20220326-3[11_364-11_381].wav,,lrɔ́bà lìcə̀lò,,,,Aaron
HH20220326-3[11_388-11_406].wav,,ŋrɔ́bà ŋìcə̀lò,,,,Aaron
HH20220326-3[11_410-11_428].wav,,ŋrɔ́bà ŋìcə̀lò,,,,Aaron
HH20220326-3[11_432-11_454].wav,,ŋrɔ́bà ŋìcə̀lò,,,,Aaron
HH20220326-3[11_465-11_488].wav,,íŋgánɔ̀nà lrɔ́bà,,,,Aaron
HH20220326-3[11_494-11_516].wav,,íŋgánɔ̀nà lrɔ́bà,,,,Aaron
HH20220326-3[11_527-11_546].wav,,íŋgánɔ̀nà lrɔ́bà,,,,Aaron
HH20220326-3[11_557-11_577].wav,,íŋgánɔ̀nà ŋrɔ́bà,,,,Aaron
HH20220326-3[11_581-12_002].wav,,íŋgánɔ̀nà ŋrɔ́bà,,,,Aaron
HH20220326-3[12_008-12_028].wav,,íŋgánɔ̀nà ŋrɔ́bà,,,,Aaron
HH20220326-3[12_079-12_096].wav,,lúgɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[12_101-12_117].wav,,lúgɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[12_123-12_139].wav,,lúgɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[12_146-12_162].wav,,ŋúgɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[12_169-12_186].wav,,ŋúgɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[12_192-12_207].wav,,ŋúgɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[12_217-12_235].wav,,íŋgánɔ̀nà lúgɔ̀,,,,Aaron
HH20220326-3[12_241-12_260].wav,,íŋgánɔ̀nà lúgɔ̀,,,,Aaron
HH20220326-3[12_268-12_288].wav,,íŋgánɔ̀nà lúgɔ̀,,,,Aaron
HH20220326-3[12_299-12_316].wav,,íŋgánɔ̀nà ŋúgɔ̀,,,,Aaron
HH20220326-3[12_323-12_341].wav,,íŋgánɔ̀nà ŋúgɔ̀,,,,Aaron
HH20220326-3[12_347-12_365].wav,,íŋgánɔ̀nà ŋúgɔ̀,,,,Aaron
HH20220326-3[12_427-12_444].wav,,lúgɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[12_449-12_464].wav,,lúgɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[12_470-12_486].wav,,lúgɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[12_492-12_507].wav,,ŋúgɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[12_514-12_529].wav,,ŋúgɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[12_534-12_550].wav,,ŋúgɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[12_557-12_575].wav,,íŋgánɔ̀nà lúgɔ̀,,,,Aaron
HH20220326-3[12_579-12_596].wav,,íŋgánɔ̀nà lúgɔ̀,,,,Aaron
HH20220326-3[13_000-13_017].wav,,íŋgánɔ̀nà lúgɔ̀,,,,Aaron
HH20220326-3[13_025-13_043].wav,,íŋgánɔ̀nà ŋúgɔ̀,,,,Aaron
HH20220326-3[13_048-13_065].wav,,íŋgánɔ̀nà ŋúgɔ̀,,,,Aaron
HH20220326-3[13_070-13_088].wav,,íŋgánɔ̀nà ŋúgɔ̀,,,,Aaron
HH20220326-3[13_160-13_178].wav,,lùrìjɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[13_184-13_201].wav,,lùrìjɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[13_208-13_223].wav,,lùrìjɔ́ lìcə̀lò,,,,Aaron
HH20220326-3[13_232-13_248].wav,,ŋùrìjɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[13_253-13_270].wav,,ŋùrìjɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[13_276-13_291].wav,,ŋùrìjɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-3[13_298-13_316].wav,,íŋgánɔ̀nà lùrìjɔ̀,,,,Aaron
HH20220326-3[13_324-13_342].wav,,íŋgánɔ̀nà lùrìjɔ̀,,,,Aaron
HH20220326-3[13_347-13_365].wav,,íŋgánɔ̀nà lùrìjɔ̀,,,,Aaron
HH20220326-3[13_378-13_396].wav,,íŋgánɔ̀nà ŋùrìjɔ̀,,,,Aaron
HH20220326-3[13_402-13_420].wav,,íŋgánɔ̀nà ŋùrìjɔ̀,,,,Aaron
HH20220326-3[13_424-13_443].wav,,íŋgánɔ̀nà ŋùrìjɔ̀,,,,Aaron
HH20220326-3[13_536-13_556].wav,,lòró lìcə̀lò,,,,Aaron
HH20220326-3[13_561-13_577].wav,,lòró lìcə̀lò,,,,Aaron
HH20220326-3[13_585-14_002].wav,,lòró lìcə̀lò,,,,Aaron
HH20220326-3[14_010-14_027].wav,,ŋòró ŋìcə̀lò,,,,Aaron
HH20220326-3[14_034-14_052].wav,,ŋòró ŋìcə̀lò,,,,Aaron
HH20220326-3[14_056-14_073].wav,,ŋòró ŋìcə̀lò,,,,Aaron
HH20220326-3[14_085-14_102].wav,,íŋgánɔ̀nà lòrâ,,,,Aaron
HH20220326-3[14_107-14_126].wav,,íŋgánɔ̀nà lòrâ,,,,Aaron
HH20220326-3[14_131-14_154].wav,,íŋgánɔ̀nà lòrô,,,,Aaron
HH20220326-3[14_162-14_182].wav,,íŋgánɔ̀nà lòrô,,,,Aaron
HH20220326-3[14_200-14_220].wav,,íŋgánɔ̀nà ŋòrò,,,,Aaron
HH20220326-3[14_227-14_245].wav,,íŋgánɔ̀nà ŋòrò,,,,Aaron
HH20220326-3[14_255-14_275].wav,,íŋgánɔ̀nà ŋòrò,,,,Aaron
HH20220326-3[14_367-14_385].wav,,lùtú lìcə̀lò,,,,Aaron
HH20220326-3[14_390-14_407].wav,,lùtú lìcə̀lò,,,,Aaron
HH20220326-3[14_413-14_429].wav,,lùtú lìcə̀lò,,,,Aaron
HH20220326-3[14_437-14_456].wav,,ŋùtú ŋìcə̀lò,,,,Aaron
HH20220326-3[14_461-14_478].wav,,ŋùtú ŋìcə̀lò,,,,Aaron
HH20220326-3[14_482-14_499].wav,,ŋùtú ŋìcə̀lò,,,,Aaron
HH20220326-3[14_511-14_530].wav,,íŋgánɔ̀nà lùtù,,,,Aaron
HH20220326-3[14_534-14_554].wav,,íŋgánɔ̀nà lùtù,,,,Aaron
HH20220326-3[14_559-14_578].wav,,íŋgánɔ̀nà lùtù,,,,Aaron
HH20220326-3[14_585-15_003].wav,,íŋgánɔ̀nà ŋùtù,,,,Aaron
HH20220326-3[15_007-15_026].wav,,íŋgánɔ̀nà ŋùtù,,,,Aaron
HH20220326-3[15_030-15_047].wav,,íŋgánɔ̀nà ŋùtù,,,,Aaron
HH20220326-3[15_117-15_136].wav,,ŋùmbòɽó ŋìcə̀lò,,,,Aaron
HH20220326-3[15_140-15_158].wav,,ŋùmbòɽó ŋìcə̀lò,,,,Aaron
HH20220326-3[15_162-15_178].wav,,ŋùmbòɽó ŋìcə̀lò,,,,Aaron
HH20220326-3[15_186-15_204].wav,,ɲùmbòɽó ɲìcə̀lò,,,,Aaron
HH20220326-3[15_209-15_227].wav,,ɲùmbòɽó ɲìcə̀lò,,,,Aaron
HH20220326-3[15_232-15_248].wav,,ɲùmbòɽó ɲìcə̀lò,,,,Aaron
HH20220326-3[15_255-15_273].wav,,íŋgánɔ̀nà ŋùmbòɽò,,,,Aaron
HH20220326-3[15_279-15_296].wav,,íŋgánɔ̀nà ŋùmbòɽò,,,,Aaron
HH20220326-3[15_302-15_319].wav,,íŋgánɔ̀nà ŋùmbòɽò,,,,Aaron
HH20220326-3[15_329-15_348].wav,,íŋgánɔ̀nà ɲùmbòɽò,,,,Aaron
HH20220326-3[15_353-15_371].wav,,íŋgánɔ̀nà ɲùmbòɽò,,,,Aaron
HH20220326-3[15_377-15_395].wav,,íŋgánɔ̀nà ɲùmbòɽò,,,,Aaron
HH20220326-4[00_049-00_067].wav,,ŋə́rt̪á ŋìcə̀lò,,,,Aaron
HH20220326-4[00_072-00_090].wav,,ŋə́rt̪á ŋìcə̀lò,,,,Aaron
HH20220326-4[00_095-00_112].wav,,ŋə́rt̪á ŋìcə̀lò,,,,Aaron
HH20220326-4[00_123-00_142].wav,,íŋgánɔ̀nà ŋə́rt̪à,,,,Aaron
HH20220326-4[00_148-00_166].wav,,íŋgánɔ̀nà ŋə́rt̪à,,,,Aaron
HH20220326-4[00_173-00_194].wav,,íŋgánɔ̀nà ŋə́rt̪à,,,,Aaron
HH20220326-4[00_247-00_263].wav,,ŋə̀mà ŋìcə̀lò,,,,Aaron
HH20220326-4[00_266-00_283].wav,,ŋə̀mà ŋìcə̀lò,,,,Aaron
HH20220326-4[00_288-00_304].wav,,ŋə̀mà ŋìcə̀lò,,,,Aaron
HH20220326-4[00_311-00_328].wav,,íŋgánɔ̀nà ŋə̀mà,,,,Aaron
HH20220326-4[00_332-00_352].wav,,íŋgánɔ̀nà ŋə̀mà,,,,Aaron
HH20220326-4[00_355-00_375].wav,,íŋgánɔ̀nà ŋə̀mà,,,,Aaron
HH20220326-4[00_425-00_441].wav,,ŋə̀mà ŋìcə̀lò,,,,Aaron
HH20220326-4[00_445-00_460].wav,,ŋə̀mà ŋìcə̀lò,,,,Aaron
HH20220326-4[00_466-00_481].wav,,ŋə̀mà ŋìcə̀lò,,,,Aaron
HH20220326-4[00_495-00_511].wav,,íŋgánɔ̀nà ŋə̀mà,,,,Aaron
HH20220326-4[00_515-00_530].wav,,íŋgánɔ̀nà ŋə̀mà,,,,Aaron
HH20220326-4[00_535-00_552].wav,,íŋgánɔ̀nà ŋə̀mà,,,,Aaron
HH20220326-4[00_598-01_015].wav,,ŋúcɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-4[01_017-01_032].wav,,ŋúcɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-4[01_038-01_051].wav,,ŋúcɔ́ ŋìcə̀lò,,,,Aaron
HH20220326-4[01_059-01_075].wav,,íŋgánɔ̀nà ŋúcɔ̀,,,,Aaron
HH20220326-4[01_082-01_098].wav,,íŋgánɔ̀nà ŋúcɔ̀,,,,Aaron
HH20220326-4[01_105-01_122].wav,,íŋgánɔ̀nà ŋúcɔ̀,,,,Aaron
HH20220326-4[01_186-01_201].wav,,ŋùlá ŋìcə̀lò,,,,Aaron
HH20220326-4[01_208-01_224].wav,,ŋùlá ŋìcə̀lò,,,,Aaron
HH20220326-4[01_227-01_241].wav,,ŋùlá ŋìcə̀lò,,,,Aaron
HH20220326-4[01_247-01_263].wav,,íŋgánɔ̀nà ŋùlà,,,,Aaron
HH20220326-4[01_267-01_285].wav,,íŋgánɔ̀nà ŋùlà,,,,Aaron
HH20220326-4[01_290-01_308].wav,,íŋgánɔ̀nà ŋùlà,,,,Aaron
HH20220326-4[01_372-01_389].wav,,ɔ̀ɽàt̪à jə̀cə̀lò,,,,Aaron
HH20220326-4[01_393-01_409].wav,,ɔ̀ɽàt̪à jə̀cə̀lò,,,,Aaron
HH20220326-4[01_415-01_435].wav,,ɔ̀ɽàt̪à jə̀cə̀lò,,,,Aaron
HH20220326-4[01_446-01_465].wav,,íŋgánɔ̀nà ɔ̀ɽàt̪à,,,,Aaron
HH20220326-4[01_474-01_495].wav,,íŋgánɔ̀nà ɔ̀ɽàt̪à,,,,Aaron
HH20220326-4[01_503-01_524].wav,,íŋgánɔ̀nà ɔ̀ɽàt̪à,,,,Aaron
HH20220326-4[01_595-02_009].wav,,ɔ̀ɾì kìcə̀lò,,,,Aaron
HH20220326-4[02_017-02_031].wav,,ɔ̀ɾì kìcə̀lò,,,,Aaron
HH20220326-4[02_039-02_054].wav,,ɔ̀ɾì kìcə̀lò,,,,Aaron
HH20220326-4[02_069-02_087].wav,,íŋgánɔ̀nà ɔ̀ɾì,,,,Aaron
HH20220326-4[02_092-02_111].wav,,íŋgánɔ̀nà ɔ̀ɾì,,,,Aaron
HH20220326-4[02_117-02_137].wav,,íŋgánɔ̀nà ɔ̀ɾì,,,,Aaron
HH20220326-4[02_239-02_253].wav,,ɔ̌j kìcə̀lò,,,,Aaron
HH20220326-4[02_259-02_272].wav,,ɔ̌j kìcə̀lò,,,,Aaron
HH20220326-4[02_280-02_294].wav,,ɔ̌j kìcə̀lò,,,,Aaron
HH20220326-4[02_313-02_328].wav,,lǎj lìcə̀lò,,,,Aaron
HH20220326-4[02_334-02_349].wav,,lǎj lìcə̀lò,,,,Aaron
HH20220326-4[02_355-02_371].wav,,lǎj lìcə̀lò,,,,Aaron
HH20220326-4[02_382-02_404].wav,,íŋgánɔ̀nà ɔ̀j,,,,Aaron
HH20220326-4[02_409-02_428].wav,,íŋgánɔ̀nà ɔ̀j,,,,Aaron
HH20220326-4[02_434-02_452].wav,,íŋgánɔ̀nà ɔ̀j,,,,Aaron
HH20220326-4[02_462-02_478].wav,,íŋgánɔ̀nà làj,,,,Aaron
HH20220326-4[02_486-02_504].wav,,íŋgánɔ̀nà làj,,,,Aaron
HH20220326-4[02_509-02_527].wav,,íŋgánɔ̀nà làj,,,,Aaron
HH20220326-4[02_593-03_008].wav,,ùmì kìcə̀lò,,,,Aaron
HH20220326-4[03_013-03_028].wav,,ùmì kìcə̀lò,,,,Aaron
HH20220326-4[03_036-03_050].wav,,ùmì kìcə̀lò,,,,Aaron
HH20220326-4[03_057-03_074].wav,,nùmì nìcə̀lò,,,,Aaron
HH20220326-4[03_081-03_098].wav,,nùmì nìcə̀lò,,,,Aaron
HH20220326-4[03_104-03_121].wav,,nùmì nìcə̀lò,,,,Aaron
HH20220326-4[03_136-03_151].wav,,íŋgánɔ̀nà ùmì,,,,Aaron
HH20220326-4[03_157-03_174].wav,,íŋgánɔ̀nà ùmì,,,,Aaron
HH20220326-4[03_179-03_198].wav,,íŋgánɔ̀nà ùmì,,,,Aaron
HH20220326-4[03_211-03_228].wav,,íŋgánɔ̀nà nùmì,,,,Aaron
HH20220326-4[03_233-03_250].wav,,íŋgánɔ̀nà nùmì,,,,Aaron
HH20220326-4[03_256-03_272].wav,,íŋgánɔ̀nà nùmì,,,,Aaron
HH20220326-4[03_330-03_344].wav,,ònì kìcə̀lò,,,,Aaron
HH20220326-4[03_349-03_363].wav,,ònì kìcə̀lò,,,,Aaron
HH20220326-4[03_369-03_383].wav,,ònì kìcə̀lò,,,,Aaron
HH20220326-4[03_392-03_409].wav,,nònì nìcə̀lò,,,,Aaron
HH20220326-4[03_414-03_431].wav,,nònì nìcə̀lò,,,,Aaron
HH20220326-4[03_435-03_451].wav,,nònì nìcə̀lò,,,,Aaron
HH20220326-4[03_459-03_475].wav,,íŋgánɔ̀nà ònì,,,,Aaron
HH20220326-4[03_482-03_499].wav,,íŋgánɔ̀nà ònì,,,,Aaron
HH20220326-4[03_508-03_524].wav,,íŋgánɔ̀nà ònì,,,,Aaron
HH20220326-4[03_534-03_552].wav,,íŋgánɔ̀nà nònì,,,,Aaron
HH20220326-4[03_556-03_575].wav,,íŋgánɔ̀nà nònì,,,,Aaron
HH20220326-4[03_580-03_598].wav,,íŋgánɔ̀nà nònì,,,,Aaron
HH20220326-4[04_057-04_073].wav,,rɽò rìcə̀lò,,,,Aaron
HH20220326-4[04_078-04_094].wav,,rɽò rìcə̀lò,,,,Aaron
HH20220326-4[04_098-04_115].wav,,rɽò rìcə̀lò,,,,Aaron
HH20220326-4[04_125-04_141].wav,,èɽò jə̀cə̀lò,,,,Aaron
HH20220326-4[04_145-04_161].wav,,èɽò jə̀cə̀lò,,,,Aaron
HH20220326-4[04_168-04_184].wav,,èɽò jə̀cə̀lò,,,,Aaron
HH20220326-4[04_200-04_220].wav,,íŋgánɔ̀nà rɽò,,,,Aaron
HH20220326-4[04_227-04_245].wav,,íŋgánɔ̀nà rɽò,,,,Aaron
HH20220326-4[04_254-04_271].wav,,íŋgánɔ̀nà rɽò,,,,Aaron
HH20220326-4[04_281-04_299].wav,,íŋgánɔ̀nà èɽò,,,,Aaron
HH20220326-4[04_305-04_322].wav,,íŋgánɔ̀nà èɽò,,,,Aaron
HH20220326-4[04_331-04_347].wav,,íŋgánɔ̀nà èɽò,,,,Aaron
HH20220326-4[04_409-04_426].wav,,rŋɔ̀ rə̀cə̀lò,,,,Aaron
HH20220326-4[04_431-04_448].wav,,rŋɔ̀ rə̀cə̀lò,,,,Aaron
HH20220326-4[04_454-04_471].wav,,rŋɔ̀ rə̀cə̀lò,,,,Aaron
HH20220326-4[04_481-04_497].wav,,ìŋɔ̀ jìcə̀lò,,,,Aaron
HH20220326-4[04_503-04_518].wav,,ìŋɔ̀ jìcə̀lò,,,,Aaron
HH20220326-4[04_525-04_540].wav,,ìŋɔ̀ jìcə̀lò,,,,Aaron
HH20220326-4[04_553-04_571].wav,,íŋgánɔ̀nà rŋɔ̀,,,,Aaron
HH20220326-4[04_578-04_595].wav,,íŋgánɔ̀nà rŋɔ̀,,,,Aaron
HH20220326-4[05_001-05_018].wav,,íŋgánɔ̀nà rŋɔ̀,,,,Aaron
HH20220326-4[05_027-05_045].wav,,íŋgánɔ̀nà ìŋò,,,,Aaron
HH20220326-4[05_053-05_071].wav,,íŋgánɔ̀nà ìŋò,,,,Aaron
HH20220326-4[05_079-05_099].wav,,íŋgánɔ̀nà ìŋò,,,,Aaron
HH20220326-4[05_154-05_171].wav,,súɽú sìcə̀lò,,,,Aaron
HH20220326-4[05_176-05_193].wav,,súɽú sìcə̀lò,,,,Aaron
HH20220326-4[05_200-05_216].wav,,súɽú sìcə̀lò,,,,Aaron
HH20220326-4[05_229-05_244].wav,,íŋgánɔ̀nà súɽù,,,,Aaron
HH20220326-4[05_251-05_267].wav,,íŋgánɔ̀nà súɽù,,,,Aaron
HH20220326-4[05_274-05_292].wav,,íŋgánɔ̀nà súɽù,,,,Aaron
HH20220326-4[05_355-05_371].wav,,tá lìcə̀lò,,,,Aaron
HH20220326-4[05_376-05_391].wav,,tá lìcə̀lò,,,,Aaron
HH20220326-4[05_396-05_411].wav,,tá lìcə̀lò,,,,Aaron
HH20220326-4[05_419-05_435].wav,,ŋtá ŋìcə̀lò,,,,Aaron
HH20220326-4[05_440-05_456].wav,,ŋtá ŋìcə̀lò,,,,Aaron
HH20220326-4[05_464-05_479].wav,,ŋtá ŋìcə̀lò,,,,Aaron
HH20220326-4[05_489-05_507].wav,,íŋgánɔ̀nà tà,,,,Aaron
HH20220326-4[05_515-05_533].wav,,íŋgánɔ̀nà tà,,,,Aaron
HH20220326-4[05_541-05_555].wav,,íŋgánɔ̀nà tà,,,,Aaron
HH20220326-4[05_568-05_585].wav,,íŋgánɔ̀nà ŋtà,,,,Aaron
HH20220326-4[05_592-06_010].wav,,íŋgánɔ̀nà ŋtà,,,,Aaron
HH20220326-4[06_017-06_036].wav,,íŋgánɔ̀nà ŋtà,,,,Aaron
HH20220326-4[06_105-06_120].wav,,ùɽɔ́ kìcə̀lò,,,,Aaron
HH20220326-4[06_125-06_139].wav,,ùɽɔ́ kìcə̀lò,,,,Aaron
HH20220326-4[06_145-06_159].wav,,ùɽɔ́ kìcə̀lò,,,,Aaron
HH20220326-4[06_175-06_191].wav,,ltɔ́ lìcə̀lò,,,,Aaron
HH20220326-4[06_200-06_215].wav,,ltɔ́ lìcə̀lò,,,,Aaron
HH20220326-4[06_219-06_234].wav,,ltɔ́ lìcə̀lò,,,,Aaron
HH20220326-4[06_240-06_254].wav,,íŋgánɔ̀nà ùɽɔ̀,,,,Aaron
HH20220326-4[06_260-06_276].wav,,íŋgánɔ̀nà ùɽɔ̀,,,,Aaron
HH20220326-4[06_281-06_298].wav,,íŋgánɔ̀nà ùɽɔ̀,,,,Aaron
HH20220326-4[06_305-06_323].wav,,íŋgánɔ̀nà ltɔ̀,,,,Aaron
HH20220326-4[06_328-06_347].wav,,íŋgánɔ̀nà ltɔ̀,,,,Aaron
HH20220326-4[06_353-06_371].wav,,íŋgánɔ̀nà ltɔ̀,,,,Aaron
